label,tweet_id
sympathy_and_emotional_support,'591902745478598656'
donation_needs_or_offers_or_volunteering_services,'591902745533124608'
other_useful_information,'591902746078384129'
sympathy_and_emotional_support,'591902746283876352'
missing_trapped_or_found_people,'591902746409701376'
sympathy_and_emotional_support,'591902746623672320'
other_useful_information,'591902746753765376'
donation_needs_or_offers_or_volunteering_services,'591902746913079297'
infrastructure_and_utilities_damage,'591902747039035392'
donation_needs_or_offers_or_volunteering_services,'591902747143905280'
other_useful_information,'591902747198300160'
injured_or_dead_people,'591902747303129088'
missing_trapped_or_found_people,'591902747487641600'
donation_needs_or_offers_or_volunteering_services,'591902747688964096'
donation_needs_or_offers_or_volunteering_services,'591902747793829889'
donation_needs_or_offers_or_volunteering_services,'591902747814862848'
donation_needs_or_offers_or_volunteering_services,'591902748855050240'
donation_needs_or_offers_or_volunteering_services,'591902749157031937'
other_useful_information,'591902749224140800'
other_useful_information,'591902749501091840'
injured_or_dead_people,'591902749651968001'
donation_needs_or_offers_or_volunteering_services,'591902749761015809'
injured_or_dead_people,'591902749962465280'
donation_needs_or_offers_or_volunteering_services,'591902750213939200'
donation_needs_or_offers_or_volunteering_services,'591902750348152832'
donation_needs_or_offers_or_volunteering_services,'591902750432071680'
not_related_or_irrelevant,'591902750654402560'
donation_needs_or_offers_or_volunteering_services,'591902750763393024'
other_useful_information,'591902750818041856'
sympathy_and_emotional_support,'591902750872440832'
missing_trapped_or_found_people,'591902751048601600'
injured_or_dead_people,'591902751170363392'
displaced_people_and_evacuations,'591902751237484544'
other_useful_information,'591902751354925056'
injured_or_dead_people,'591902751572918272'
other_useful_information,'591902751723925504'
donation_needs_or_offers_or_volunteering_services,'591902751887462400'
other_useful_information,'591902752139137025'
donation_needs_or_offers_or_volunteering_services,'591902752155906049'
donation_needs_or_offers_or_volunteering_services,'591902752277598208'
donation_needs_or_offers_or_volunteering_services,'591902752894128128'
injured_or_dead_people,'591902753078648832'
donation_needs_or_offers_or_volunteering_services,'591902753204535296'
sympathy_and_emotional_support,'591902753347088385'
donation_needs_or_offers_or_volunteering_services,'591902753430974465'
injured_or_dead_people,'591902753447784448'
missing_trapped_or_found_people,'591902753611321345'
not_related_or_irrelevant,'591902753695268864'
donation_needs_or_offers_or_volunteering_services,'591902753728827392'
donation_needs_or_offers_or_volunteering_services,'591902754164985856'
injured_or_dead_people,'591902754257383424'
donation_needs_or_offers_or_volunteering_services,'591902754257395712'
donation_needs_or_offers_or_volunteering_services,'591902754567663618'
injured_or_dead_people,'591902754794115072'
injured_or_dead_people,'591902755066904576'
sympathy_and_emotional_support,'591902755150659584'
sympathy_and_emotional_support,'591902755163279361'
donation_needs_or_offers_or_volunteering_services,'591902755230326784'
donation_needs_or_offers_or_volunteering_services,'591902755272298496'
sympathy_and_emotional_support,'591902755452653568'
injured_or_dead_people,'591902755876278272'
donation_needs_or_offers_or_volunteering_services,'591902756048252929'
infrastructure_and_utilities_damage,'591902756090155008'
donation_needs_or_offers_or_volunteering_services,'591902756149063680'
donation_needs_or_offers_or_volunteering_services,'591902756631285760'
injured_or_dead_people,'591902756727693312'
donation_needs_or_offers_or_volunteering_services,'591902756727705600'
injured_or_dead_people,'591902757130371073'
other_useful_information,'591902757247782912'
other_useful_information,'591902757386203136'
not_related_or_irrelevant,'591902757453344768'
other_useful_information,'591902757532999680'
other_useful_information,'591902757751160832'
donation_needs_or_offers_or_volunteering_services,'591902757751160833'
infrastructure_and_utilities_damage,'591902758174789633'
donation_needs_or_offers_or_volunteering_services,'591902758430584832'
other_useful_information,'591902758455812096'
sympathy_and_emotional_support,'591902759437275136'
other_useful_information,'591902759508545537'
other_useful_information,'591902760213188608'
sympathy_and_emotional_support,'591902760997490688'
donation_needs_or_offers_or_volunteering_services,'591902761001754624'
donation_needs_or_offers_or_volunteering_services,'591902761157054464'
other_useful_information,'591902761354076160'
donation_needs_or_offers_or_volunteering_services,'591902761412743168'
donation_needs_or_offers_or_volunteering_services,'591902761429692416'
sympathy_and_emotional_support,'591902761693810688'
missing_trapped_or_found_people,'591902761865719808'
injured_or_dead_people,'591902761937018880'
donation_needs_or_offers_or_volunteering_services,'591902762067099648'
sympathy_and_emotional_support,'591902762268430336'
sympathy_and_emotional_support,'591902762838806529'
sympathy_and_emotional_support,'591902762872532993'
missing_trapped_or_found_people,'591902762939461635'
injured_or_dead_people,'591902763199660033'
donation_needs_or_offers_or_volunteering_services,'591902763287642112'
donation_needs_or_offers_or_volunteering_services,'591902763300331520'
other_useful_information,'591902763736522752'
injured_or_dead_people,'591902763765891072'
sympathy_and_emotional_support,'591902764034297857'
sympathy_and_emotional_support,'591902764214525952'
infrastructure_and_utilities_damage,'591902764747206656'
donation_needs_or_offers_or_volunteering_services,'591902764982140928'
donation_needs_or_offers_or_volunteering_services,'591902765061804032'
sympathy_and_emotional_support,'591902765149884416'
other_useful_information,'591902765242167296'
donation_needs_or_offers_or_volunteering_services,'591902765326028800'
injured_or_dead_people,'591902766412378112'
donation_needs_or_offers_or_volunteering_services,'591902766752075776'
other_useful_information,'591902766940860416'
sympathy_and_emotional_support,'591902767280726016'
donation_needs_or_offers_or_volunteering_services,'591902767331028992'
sympathy_and_emotional_support,'591902767570132992'
missing_trapped_or_found_people,'591902767712612352'
other_useful_information,'591902767972679680'
sympathy_and_emotional_support,'591902768165597184'
not_related_or_irrelevant,'591902768178339840'
missing_trapped_or_found_people,'591902768241233921'
other_useful_information,'591902768647933954'
injured_or_dead_people,'591902768727654403'
donation_needs_or_offers_or_volunteering_services,'591902768849235968'
other_useful_information,'591902768916516864'
caution_and_advice,'591902769407070208'
donation_needs_or_offers_or_volunteering_services,'591902770065580034'
donation_needs_or_offers_or_volunteering_services,'591902770250153985'
sympathy_and_emotional_support,'591902770271125504'
sympathy_and_emotional_support,'591902770615062528'
donation_needs_or_offers_or_volunteering_services,'591902770984161281'
other_useful_information,'591902771357450241'
sympathy_and_emotional_support,'591902771458084864'
other_useful_information,'591902771567144960'
other_useful_information,'591902772166922241'
injured_or_dead_people,'591902772351479808'
other_useful_information,'591902772620095488'
donation_needs_or_offers_or_volunteering_services,'591902772762513408'
missing_trapped_or_found_people,'591902773005934592'
sympathy_and_emotional_support,'591902773253279747'
other_useful_information,'591902773383278592'
injured_or_dead_people,'591902773655965697'
infrastructure_and_utilities_damage,'591902773706272768'
other_useful_information,'591902773764952065'
donation_needs_or_offers_or_volunteering_services,'591902774121476096'
donation_needs_or_offers_or_volunteering_services,'591902774142500864'
missing_trapped_or_found_people,'591902774142619650'
other_useful_information,'591902774230581248'
other_useful_information,'591902774259912704'
donation_needs_or_offers_or_volunteering_services,'591902774599626754'
missing_trapped_or_found_people,'591902774943621121'
injured_or_dead_people,'591902775220436992'
injured_or_dead_people,'591902775262347264'
injured_or_dead_people,'591902775509848064'
donation_needs_or_offers_or_volunteering_services,'591902775648202753'
injured_or_dead_people,'591902775786635267'
donation_needs_or_offers_or_volunteering_services,'591902776348844032'
sympathy_and_emotional_support,'591902776432545793'
injured_or_dead_people,'591902776562569216'
sympathy_and_emotional_support,'591902776944300032'
infrastructure_and_utilities_damage,'591902777011359744'
injured_or_dead_people,'591902777128812544'
not_related_or_irrelevant,'591902777288347648'
sympathy_and_emotional_support,'591902777292496896'
injured_or_dead_people,'591902777330290688'
injured_or_dead_people,'591902777594531840'
other_useful_information,'591902777951035392'
other_useful_information,'591902778236268544'
injured_or_dead_people,'591902778588463104'
donation_needs_or_offers_or_volunteering_services,'591902778634670080'
displaced_people_and_evacuations,'591902778970148864'
donation_needs_or_offers_or_volunteering_services,'591902779070746625'
missing_trapped_or_found_people,'591902779578318848'
donation_needs_or_offers_or_volunteering_services,'591902779817365504'
other_useful_information,'591902779880255489'
sympathy_and_emotional_support,'591902779888652288'
donation_needs_or_offers_or_volunteering_services,'591902779951620096'
not_related_or_irrelevant,'591902780090023936'
donation_needs_or_offers_or_volunteering_services,'591902780157075456'
sympathy_and_emotional_support,'591902780245221376'
sympathy_and_emotional_support,'591902780425707520'
other_useful_information,'591902780593459201'
donation_needs_or_offers_or_volunteering_services,'591902780777963521'
injured_or_dead_people,'591902780962566145'
not_related_or_irrelevant,'591902781197324289'
sympathy_and_emotional_support,'591902781549707264'
missing_trapped_or_found_people,'591902781725769728'
missing_trapped_or_found_people,'591902782166331392'
displaced_people_and_evacuations,'591902782363336704'
donation_needs_or_offers_or_volunteering_services,'591902782547890179'
other_useful_information,'591902783386865664'
donation_needs_or_offers_or_volunteering_services,'591902783541944320'
donation_needs_or_offers_or_volunteering_services,'591902783659450368'
injured_or_dead_people,'591902783919394816'
not_related_or_irrelevant,'591902783999188992'
other_useful_information,'591902784254914560'
other_useful_information,'591902784431128577'
other_useful_information,'591902784770822144'
sympathy_and_emotional_support,'591902784913563649'
infrastructure_and_utilities_damage,'591902784972201985'
sympathy_and_emotional_support,'591902785060229120'
donation_needs_or_offers_or_volunteering_services,'591902785068662784'
missing_trapped_or_found_people,'591902785584566272'
missing_trapped_or_found_people,'591902786482089986'
donation_needs_or_offers_or_volunteering_services,'591902786620502017'
sympathy_and_emotional_support,'591902786750676992'
donation_needs_or_offers_or_volunteering_services,'591902787170115584'
sympathy_and_emotional_support,'591902787371409409'
sympathy_and_emotional_support,'591902787631321088'
donation_needs_or_offers_or_volunteering_services,'591902788092764160'
donation_needs_or_offers_or_volunteering_services,'591902788197593088'
donation_needs_or_offers_or_volunteering_services,'591902788252094464'
sympathy_and_emotional_support,'591902788734590976'
other_useful_information,'591902789212577793'
donation_needs_or_offers_or_volunteering_services,'591902789443321856'
donation_needs_or_offers_or_volunteering_services,'591902789451776000'
infrastructure_and_utilities_damage,'591902789510496256'
donation_needs_or_offers_or_volunteering_services,'591902789627977728'
donation_needs_or_offers_or_volunteering_services,'591902789632008192'
other_useful_information,'591902789946617856'
other_useful_information,'591902790143713281'
other_useful_information,'591902790164684800'
other_useful_information,'591902790168875008'
other_useful_information,'591902790181646336'
donation_needs_or_offers_or_volunteering_services,'591902790559145985'
missing_trapped_or_found_people,'591902790840143872'
other_useful_information,'591902791007866880'
other_useful_information,'591902791070711808'
other_useful_information,'591902791284727808'
other_useful_information,'591902791540428803'
injured_or_dead_people,'591902791628660736'
not_related_or_irrelevant,'591902791775334401'
donation_needs_or_offers_or_volunteering_services,'591902791855050752'
other_useful_information,'591902791888568320'
donation_needs_or_offers_or_volunteering_services,'591902792064733184'
donation_needs_or_offers_or_volunteering_services,'591902792333139968'
not_related_or_irrelevant,'591902792333295618'
sympathy_and_emotional_support,'591902792505171968'
other_useful_information,'591902792542855168'
sympathy_and_emotional_support,'591902793025212416'
sympathy_and_emotional_support,'591902793272840192'
donation_needs_or_offers_or_volunteering_services,'591902793536905218'
other_useful_information,'591902793985724417'
sympathy_and_emotional_support,'591902794090618882'
other_useful_information,'591902794103136256'
other_useful_information,'591902794648453120'
not_related_or_irrelevant,'591902794702987264'
donation_needs_or_offers_or_volunteering_services,'591902794879107072'
donation_needs_or_offers_or_volunteering_services,'591902795441242112'
donation_needs_or_offers_or_volunteering_services,'591902795718119424'
sympathy_and_emotional_support,'591902795751522304'
sympathy_and_emotional_support,'591902795940237312'
donation_needs_or_offers_or_volunteering_services,'591902795965444096'
injured_or_dead_people,'591902796531638272'
sympathy_and_emotional_support,'591902796640751616'
sympathy_and_emotional_support,'591902796997230592'
sympathy_and_emotional_support,'591902797131423744'
other_useful_information,'591902797567795200'
sympathy_and_emotional_support,'591902797647351808'
other_useful_information,'591902797794136064'
injured_or_dead_people,'591902797962022912'
donation_needs_or_offers_or_volunteering_services,'591902798125535232'
missing_trapped_or_found_people,'591902798255534080'
donation_needs_or_offers_or_volunteering_services,'591902798377263104'
injured_or_dead_people,'591902798406504448'
other_useful_information,'591902798406647808'
other_useful_information,'591902798448435200'
injured_or_dead_people,'591902798662356992'
other_useful_information,'591902799069327360'
donation_needs_or_offers_or_volunteering_services,'591902799081836544'
other_useful_information,'591902799258120192'
donation_needs_or_offers_or_volunteering_services,'591902799505461248'
donation_needs_or_offers_or_volunteering_services,'591902799736098816'
donation_needs_or_offers_or_volunteering_services,'591902799786442752'
injured_or_dead_people,'591902800327614464'
sympathy_and_emotional_support,'591902800352677889'
other_useful_information,'591902800386203650'
other_useful_information,'591902800432463872'
sympathy_and_emotional_support,'591902800591761409'
other_useful_information,'591902800688316416'
missing_trapped_or_found_people,'591902800738537473'
injured_or_dead_people,'591902800742916096'
donation_needs_or_offers_or_volunteering_services,'591902800855969792'
sympathy_and_emotional_support,'591902801254428673'
not_related_or_irrelevant,'591902801401229313'
displaced_people_and_evacuations,'591902801413943296'
injured_or_dead_people,'591902801644560384'
missing_trapped_or_found_people,'591902801980076032'
injured_or_dead_people,'591902802164645888'
other_useful_information,'591902802286379008'
donation_needs_or_offers_or_volunteering_services,'591902802361745409'
injured_or_dead_people,'591902802688913408'
injured_or_dead_people,'591902802869407744'
other_useful_information,'591902803058032641'
not_related_or_irrelevant,'591902803603263488'
donation_needs_or_offers_or_volunteering_services,'591902803716509696'
injured_or_dead_people,'591902803745964032'
donation_needs_or_offers_or_volunteering_services,'591902803850829824'
not_related_or_irrelevant,'591902803905380352'
injured_or_dead_people,'591902803913797633'
infrastructure_and_utilities_damage,'591902804131717122'
donation_needs_or_offers_or_volunteering_services,'591902804345630722'
other_useful_information,'591902805054459904'
other_useful_information,'591902805352263680'
sympathy_and_emotional_support,'591902805520187392'
donation_needs_or_offers_or_volunteering_services,'591902805725548544'
displaced_people_and_evacuations,'591902805943660544'
caution_and_advice,'591902806010941440'
infrastructure_and_utilities_damage,'591902806321180672'
injured_or_dead_people,'591902806354759681'
donation_needs_or_offers_or_volunteering_services,'591902806535049216'
injured_or_dead_people,'591902806589702144'
injured_or_dead_people,'591902806845444096'
missing_trapped_or_found_people,'591902807285837825'
missing_trapped_or_found_people,'591902807331999744'
injured_or_dead_people,'591902807474642944'
sympathy_and_emotional_support,'591902807676051456'
other_useful_information,'591902807747207168'
sympathy_and_emotional_support,'591902807801798659'
other_useful_information,'591902808116482048'
sympathy_and_emotional_support,'591902808133087232'
sympathy_and_emotional_support,'591902808682659841'
donation_needs_or_offers_or_volunteering_services,'591902808749809664'
other_useful_information,'591902808791601155'
donation_needs_or_offers_or_volunteering_services,'591902809164910593'
donation_needs_or_offers_or_volunteering_services,'591902809269800961'
other_useful_information,'591902809479483394'
sympathy_and_emotional_support,'591902809559183360'
sympathy_and_emotional_support,'591902809844543488'
sympathy_and_emotional_support,'591902809907286016'
donation_needs_or_offers_or_volunteering_services,'591902810020577282'
other_useful_information,'591902810066722816'
donation_needs_or_offers_or_volunteering_services,'591902810104442880'
other_useful_information,'591902810171645952'
donation_needs_or_offers_or_volunteering_services,'591902810339282944'
other_useful_information,'591902810729361408'
donation_needs_or_offers_or_volunteering_services,'591902810754560001'
donation_needs_or_offers_or_volunteering_services,'591902810867773441'
injured_or_dead_people,'591902810918264833'
donation_needs_or_offers_or_volunteering_services,'591902811027210241'
sympathy_and_emotional_support,'591902811182346240'
donation_needs_or_offers_or_volunteering_services,'591902811199184897'
not_related_or_irrelevant,'591902811475980288'
donation_needs_or_offers_or_volunteering_services,'591902811538853889'
sympathy_and_emotional_support,'591902811731927040'
sympathy_and_emotional_support,'591902811866140672'
infrastructure_and_utilities_damage,'591902812566593536'
injured_or_dead_people,'591902812839096320'
missing_trapped_or_found_people,'591902812872773632'
sympathy_and_emotional_support,'591902812922978305'
sympathy_and_emotional_support,'591902813099200514'
other_useful_information,'591902813598437377'
donation_needs_or_offers_or_volunteering_services,'591902813661188096'
infrastructure_and_utilities_damage,'591902813866762241'
missing_trapped_or_found_people,'591902814160355328'
sympathy_and_emotional_support,'591902814340657152'
not_related_or_irrelevant,'591902814475005954'
donation_needs_or_offers_or_volunteering_services,'591902814600699904'
missing_trapped_or_found_people,'591902814730723328'
donation_needs_or_offers_or_volunteering_services,'591902814919593984'
other_useful_information,'591902815108247554'
donation_needs_or_offers_or_volunteering_services,'591902815158566912'
injured_or_dead_people,'591902815183712256'
other_useful_information,'591902815234101248'
other_useful_information,'591902815531892737'
other_useful_information,'591902815804477440'
other_useful_information,'591902816026791936'
missing_trapped_or_found_people,'591902816085520385'
donation_needs_or_offers_or_volunteering_services,'591902816093884416'
sympathy_and_emotional_support,'591902816131649536'
not_related_or_irrelevant,'591902816815296512'
other_useful_information,'591902817276731392'
other_useful_information,'591902817280925697'
sympathy_and_emotional_support,'591902817993904129'
displaced_people_and_evacuations,'591902818568548352'
donation_needs_or_offers_or_volunteering_services,'591902818799345664'
missing_trapped_or_found_people,'591902818975522816'
sympathy_and_emotional_support,'591902819126411265'
injured_or_dead_people,'591902819436769280'
injured_or_dead_people,'591902819445284864'
other_useful_information,'591902820233715712'
not_related_or_irrelevant,'591902820539858945'
donation_needs_or_offers_or_volunteering_services,'591902820766322688'
sympathy_and_emotional_support,'591902820829298688'
injured_or_dead_people,'591902820900601856'
donation_needs_or_offers_or_volunteering_services,'591902821479493632'
missing_trapped_or_found_people,'591902821487812608'
infrastructure_and_utilities_damage,'591902821588586496'
sympathy_and_emotional_support,'591902821747822593'
donation_needs_or_offers_or_volunteering_services,'591902821877940224'
sympathy_and_emotional_support,'591902822293082113'
not_related_or_irrelevant,'591902822553255936'
other_useful_information,'591902822662287360'
injured_or_dead_people,'591902822783815680'
sympathy_and_emotional_support,'591902823022993409'
sympathy_and_emotional_support,'591902823039639553'
donation_needs_or_offers_or_volunteering_services,'591902823048089601'
other_useful_information,'591902823119396865'
not_related_or_irrelevant,'591902823568248832'
other_useful_information,'591902823614271488'
sympathy_and_emotional_support,'591902823752675330'
sympathy_and_emotional_support,'591902824528646144'
other_useful_information,'591902824981602305'
injured_or_dead_people,'591902825061322752'
injured_or_dead_people,'591902825275228160'
infrastructure_and_utilities_damage,'591902825732530176'
other_useful_information,'591902825975779328'
donation_needs_or_offers_or_volunteering_services,'591902825992433665'
sympathy_and_emotional_support,'591902826818719744'
donation_needs_or_offers_or_volunteering_services,'591902827036815360'
infrastructure_and_utilities_damage,'591902827078778880'
